ID_HECHO,N_VICTIMAS,FECHA,DIA_SEMANA,ANIO,MES,DIA,HORA,FRANJA_HORARIA,TIPO_DE_CALLE,CALLE,CRUCE,LUGAR_DEL_HECHO,COMUNA,LONGITUD,LATITUD,PARTICIPANTES,VICTIMA,ACUSADO
2016-0128,1,2016-10-02,DOMINGO,2016,10,2,11,MEDIODIA_11-15,AVENIDA,CASTRO,PAVON AV.,CASTRO y PAVON AV.,5,-58.41914024,-34.63053890,PEATON-PASAJEROS,PEATON,PASAJEROS
2016-0130,1,2016-10-04,MARTES,2016,10,4,12,MEDIODIA_11-15,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y BRASIL,1,-58.37910942,-34.62764717,MOTO-CARGAS,MOTO,CARGAS
2016-0131,1,2016-10-09,DOMINGO,2016,10,9,19,TARDE_16-20,CALLE,MIRAVE,,MIRAVE 3500,4,-58.39871183,-34.64539318,PEATON-AUTO,PEATON,AUTO
2016-0132,1,2016-10-10,LUNES,2016,10,10,2,MADRUGADA_2-5,AVENIDA,SAN JUAN AV.,24 DE NOVIEMBRE,SAN JUAN AV. y 24 DE NOVIEMBRE,3,-58.41036975,-34.62477021,AUTO-PASAJEROS,AUTO,PASAJEROS
2016-0133,1,2016-10-14,VIERNES,2016,10,14,0,NOCHE_21-1,AVENIDA,LAS HERAS GENERAL AV.,SANCHEZ DE BUSTAMANTE,LAS HERAS GENERAL AV. y SANCHEZ DE BUSTAMANTE,14,-58.40204698,-34.58342690,MOTO-AUTO,MOTO,AUTO
2016-0134,1,2016-10-23,DOMINGO,2016,10,23,5,MADRUGADA_2-5,AVENIDA,PIEDRA BUENA AV.,2 DE ABRIL DE 1982,PIEDRA BUENA AV. y 2 DE ABRIL DE 1982,8,-58.48935287,-34.67648597,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
2016-0135,1,2016-10-24,LUNES,2016,10,24,5,MADRUGADA_2-5,AVENIDA,"FIGUEROA ALCORTA, PRES. AV.","PINEDO, INT.","FIGUEROA ALCORTA, PRES. AV. y PINEDO, INT.",14,-58.42260225,-34.56403694,PEATON-SD,PEATON,SD
2016-0136,1,2016-10-25,MARTES,2016,10,25,0,NOCHE_21-1,AUTOPISTA,AUTOPISTA BUENOS AIRES - LA PLATA,,"BUENOS AIRES - LA PLATA KM. 4, AU.",4,.,.,MOTO-CARGAS,MOTO,CARGAS
2016-0137,1,2016-10-25,MARTES,2016,10,25,0,NOCHE_21-1,AVENIDA,SAN MARTIN AV.,LADINES,SAN MARTIN AV. y LADINES,11,-58.51537091,-34.59035925,MOTO-MOTO,MOTO,MOTO
2016-0138,1,2016-10-27,JUEVES,2016,10,27,20,TARDE_16-20,AVENIDA,CABILDO AV.,BLANCO ENCALADA,CABILDO AV. y BLANCO ENCALADA,13,-58.45909670,-34.55922742,BICICLETA-CARGAS,BICICLETA,CARGAS
2016-0139,1,2016-10-28,VIERNES,2016,10,28,23,NOCHE_21-1,AVENIDA,"FIGUEROA ALCORTA, PRES. AV.",DORREGO AV.,"FIGUEROA ALCORTA, PRES. AV. y DORREGO AV.",14,-58.42008769,-34.56539579,MOTO-MOTO,MOTO,MOTO
2016-0140,1,2016-10-31,LUNES,2016,10,31,2,MADRUGADA_2-5,AVENIDA,JURAMENTO AV.,VUELTA DE OBLIGADO,JURAMENTO AV. y VUELTA DE OBLIGADO,13,-58.45566399,-34.56147293,PASAJEROS-PASAJEROS,PASAJEROS,PASAJEROS
2016-0142,1,2016-11-05,SABADO,2016,11,5,23,NOCHE_21-1,AVENIDA,DEL LIBERTADOR AV.,"RAMOS MEJIA, JOSE MARIA, DR. AV.","DEL LIBERTADOR AV. y RAMOS MEJIA, JOSE MARIA, DR. AV.",1,-58.37533517,-34.59276462,MOTO-PASAJEROS,MOTO,PASAJEROS
2016-0143,1,2016-11-06,DOMINGO,2016,11,6,4,MADRUGADA_2-5,AVENIDA,27 DE FEBRERO AV.,ESCALADA AV.,27 DE FEBRERO AV. y ESCALADA AV.,8,-58.44451316,-34.68475866,MOTO-SD,MOTO,SD
2016-0144,1,2016-11-07,LUNES,2016,11,7,12,MEDIODIA_11-15,AVENIDA,"BROWN, ALTE. AV.",,"BROWN, ALTE. AV. 984",4,-58.35975012,-34.63343907,PEATON-PASAJEROS,PEATON,PASAJEROS
2016-0145,1,2016-11-07,LUNES,2016,11,7,20,TARDE_16-20,AVENIDA,DEL LIBERTADOR AV.,LA PAMPA,DEL LIBERTADOR AV. y LA PAMPA,13,-58.44523595,-34.55953855,MOTO-AUTO,MOTO,AUTO
2016-0146,1,2016-11-09,MIERCOLES,2016,11,9,20,TARDE_16-20,AVENIDA,PICHINCHA AV.,BRASIL,PICHINCHA AV. y BRASIL,4,-58.39626094,-34.63036565,PEATON-PASAJEROS,PEATON,PASAJEROS
2016-0147,1,2016-11-16,MIERCOLES,2016,11,16,21,NOCHE_21-1,AVENIDA,INDEPENDENCIA AV.,"CEVALLOS, VIRREY","INDEPENDENCIA AV. y CEVALLOS, VIRREY",1,-58.38896772,-34.61799615,MOVIL-PASAJEROS,MOVIL,PASAJEROS
2016-0148,1,2016-11-16,MIERCOLES,2016,11,16,22,NOCHE_21-1,AVENIDA,GARMENDIA AV.,,GARMENDIA AV. 4895,15,-58.46536113,-34.59484504,MOTO-MOTO,MOTO,MOTO
2016-0150,1,2016-11-18,VIERNES,2016,11,18,18,TARDE_16-20,AVENIDA,"ALCORTA, AMANCIO AV.","TABORDA, DIOGENES","ALCORTA, AMANCIO AV. y TABORDA, DIOGENES",4,-58.40879146,-34.65273216,CARGAS-CARGAS,CARGAS,CARGAS
2016-0151,1,2016-11-18,VIERNES,2016,11,18,20,TARDE_16-20,CALLE,SD,,SD,0,.,.,PEATON-SD,PEATON,SD
2016-0152,1,2016-11-23,MIERCOLES,2016,11,23,21,NOCHE_21-1,AVENIDA,"MORENO, PERITO AV.",ZUVIRIA,"MORENO, PERITO AV. y ZUVIRIA",7,-58.46451841,-34.64991946,MOTO-AUTO,MOTO,AUTO
2016-0153,1,2016-11-25,VIERNES,2016,11,25,15,MEDIODIA_11-15,AVENIDA,ARAOZ,CORDOBA AV.,ARAOZ y CORDOBA AV.,15,-58.42917090,-34.59485488,PEATON-MOTO,PEATON,MOTO
2016-0154,1,2016-11-26,SABADO,2016,11,26,14,MEDIODIA_11-15,GRAL PAZ,"PAZ, GRAL. AV.",,"PAZ, GRAL. AV. 15200",8,-58.49007772,-34.68251141,MOTO-MOTO,MOTO,MOTO
2016-0155,1,2016-11-26,SABADO,2016,11,26,16,TARDE_16-20,CALLE,MADERO,,MADERO 900,10,-58.52756365,-34.62772274,PEATON-AUTO,PEATON,AUTO
2016-0156,1,2016-11-26,SABADO,2016,11,26,19,TARDE_16-20,AVENIDA,INDEPENDENCIA AV.,DEAN FUNES,INDEPENDENCIA AV. y DEAN FUNES,3,-58.40638983,-34.61943202,MOTO-PASAJEROS,MOTO,PASAJEROS
2016-0157,1,2016-12-03,SABADO,2016,12,3,6,MANIANA_6-10,AVENIDA,"JUSTO, JUAN B. AV.",,"JUSTO, JUAN B. AV. 5645",11,-58.47576807,-34.61740997,MOTO-MOTO,MOTO,MOTO
2016-0159,1,2016-12-04,DOMINGO,2016,12,4,7,MANIANA_6-10,AVENIDA,27 DE FEBRERO AV.,ESCALADA AV.,27 DE FEBRERO AV. y ESCALADA AV.,8,-58.44451316,-34.68475866,AUTO-SD,AUTO,SD
2016-0160,1,2016-12-06,MARTES,2016,12,6,5,MADRUGADA_2-5,AUTOPISTA,AUTOPISTA PERITO MORENO,,AUTOPISTA PERITO MORENO (ALTURA VELEZ SARSFIELD),9,-58.51927194,-34.63635787,CARGAS-OBJETO FIJO,CARGAS,OBJETO FIJO
2016-0161,1,2016-12-06,MARTES,2016,12,6,7,MANIANA_6-10,AVENIDA,SANTA FE AV.,GODOY CRUZ,SANTA FE AV. y GODOY CRUZ,14,-58.42525456,-34.57866344,PEATON-PASAJEROS,PEATON,PASAJEROS
2016-0162,1,2016-12-07,MIERCOLES,2016,12,7,5,MADRUGADA_2-5,AVENIDA,"LACROZE, FEDERICO AV.",FOREST AV.,"LACROZE, FEDERICO AV. y FOREST AV.",15,-58.45396573,-34.58518167,PEATON-AUTO,PEATON,AUTO
2016-0163,1,2016-12-10,SABADO,2016,12,10,7,MANIANA_6-10,GRAL PAZ,"PAZ, GRAL. AV.",MOSCONI GENERAL AV.,"PAZ, GRAL. AV. y MOSCONI GENERAL AV.",11,-58.52340614,-34.59798754,MOTO-AUTO,MOTO,AUTO
2016-0164,1,2016-12-11,DOMINGO,2016,12,11,6,MANIANA_6-10,AVENIDA,LA PLATA AV.,"POMAR, GREGORIO TTE. CNEL.","LA PLATA AV. y POMAR, GREGORIO TTE. CNEL.",4,-58.42323628,-34.64119105,AUTO-AUTO,AUTO,AUTO
2016-0165,1,2016-12-12,LUNES,2016,12,12,8,MANIANA_6-10,AVENIDA,"GARCIA, MARTIN AV.",,"GARCIA, MARTIN AV. 300",4,-58.36926144,-34.62841919,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS
2016-0168,1,2016-12-13,MARTES,2016,12,13,10,MANIANA_6-10,AVENIDA,LA PLATA AV.,"POMAR, GREGORIO TTE. CNEL.","LA PLATA AV. y POMAR, GREGORIO TTE. CNEL.",4,-58.42323628,-34.64119105,MOTO-AUTO,MOTO,AUTO
2016-0169,1,2016-12-15,JUEVES,2016,12,15,15,MEDIODIA_11-15,AVENIDA,NUÑEZ,"BALBIN, RICARDO, DR. AV.","NUÑEZ y BALBIN, RICARDO, DR. AV.",12,-58.47935434,-34.55676497,MOTO-PASAJEROS,MOTO,PASAJEROS
2016-0170,1,2016-12-19,LUNES,2016,12,19,17,TARDE_16-20,GRAL PAZ,"PAZ, GRAL. AV.",,"PAZ, GRAL. AV. 4500",12,-58.50598256,-34.56379980,MOTO-AUTO,MOTO,AUTO
2016-0171,1,2016-12-25,DOMINGO,2016,12,25,19,TARDE_16-20,AUTOPISTA,"HUERGO, ING. AV.",AUTOPISTA 25 DE MAYO,"HUERGO, ING. AV. y AUTOPISTA 25 DE MAYO",1,-58.36607137,-34.62150748,MOTO-MOTO,MOTO,MOTO
2016-0172,1,2016-12-26,LUNES,2016,12,26,8,MANIANA_6-10,AVENIDA,"GARAY, JUAN DE AV.",CASTRO,"GARAY, JUAN DE AV. y CASTRO",5,-58.41918902,-34.63174259,MOTO-CARGAS,MOTO,CARGAS
2016-0173,1,2016-12-26,LUNES,2016,12,26,19,TARDE_16-20,AVENIDA,DIRECTORIO AV.,SAN PEDRITO AV.,DIRECTORIO AV. y SAN PEDRITO AV.,7,-58.46749188,-34.63551751,MOTO-CARGAS,MOTO,CARGAS
2016-0174,1,2016-12-27,MARTES,2016,12,27,0,NOCHE_21-1,AUTOPISTA,AUTOPISTA 25 DE MAYO,,AUTOPISTA 25 DE MAYO,0,.,.,SD-SD,SD,SD
2016-0175,1,2016-12-27,MARTES,2016,12,27,8,MANIANA_6-10,CALLE,"FALCON, RAMON L.,CNEL.",MEMBRILLAR,"FALCON, RAMON L.,CNEL. y MEMBRILLAR",7,-58.46064174,-34.62960517,PEATON-BICICLETA,PEATON,BICICLETA
2016-0176,1,2016-12-28,MIERCOLES,2016,12,28,1,NOCHE_21-1,AVENIDA,BELGRANO AV.,PASEO COLON AV.,BELGRANO AV. y PASEO COLON AV.,1,-58.36956186,-34.61232875,MOTO-PASAJEROS,MOTO,PASAJEROS
2016-0177,1,2016-12-29,JUEVES,2016,12,29,4,MADRUGADA_2-5,CALLE,ARENALES,,ARENALES 3319,14,-58.40966671,-34.58788235,PEATON-AUTO,PEATON,AUTO
2016-0178,1,2016-12-30,VIERNES,2016,12,30,16,TARDE_16-20,CALLE,REPUBLICA BOLIVARIANA DE VENEZUELA,SAAVEDRA,REPUBLICA BOLIVARIANA DE VENEZUELA y SAAVEDRA,3,-58.40288226,-34.61544091,MULTIPLE,PEATON,MULTIPLE
2017-0001,1,2017-01-02,LUNES,2017,1,2,1,NOCHE_21-1,AVENIDA,"JUSTO, JUAN B. AV.",ACHUPALLAS,"JUSTO, JUAN B. AV. y ACHUPALLAS",11,-58.46594230,-34.61028571,MOTO-CARGAS,MOTO,CARGAS
2017-0003,1,2017-01-05,JUEVES,2017,1,5,3,MADRUGADA_2-5,AVENIDA,OLAVARRIA,VELEZ SARSFIELD AV.,OLAVARRIA y VELEZ SARSFIELD AV.,4,-58.38957669,-34.64410277,CARGAS-CARGAS,CARGAS,CARGAS
2017-0007,1,2017-01-11,MIERCOLES,2017,1,11,17,TARDE_16-20,CALLE,LIMA,MEXICO,LIMA y MEXICO,1,-58.38161660,-34.61529543,MULTIPLE,PEATON,MULTIPLE
2017-0008,1,2017-01-16,LUNES,2017,1,16,0,NOCHE_21-1,CALLE,"CABRERA, JOSE A.",BONPLAND,"CABRERA, JOSE A. y BONPLAND",14,-58.43917004,-34.58494351,MOTO-PASAJEROS,MOTO,PASAJEROS
2017-0009,1,2017-01-16,LUNES,2017,1,16,13,MEDIODIA_11-15,AUTOPISTA,AUTOPISTA 25 DE MAYO,,AUTOPISTA 25 DE MAYO y BOEDO AV.,5,-58.41595919,-34.62743346,MOTO-CARGAS,MOTO,CARGAS
2017-0010,1,2017-01-16,LUNES,2017,1,16,16,TARDE_16-20,AVENIDA,DIRECTORIO AV.,RIGLOS,DIRECTORIO AV. y RIGLOS,6,-58.43564880,-34.62828656,MOTO-AUTO,MOTO,AUTO
2017-0011,1,2017-01-22,DOMINGO,2017,1,22,2,MADRUGADA_2-5,GRAL PAZ,"PAZ, GRAL. AV.","BALBIN, RICARDO, DR. AV.","PAZ, GRAL. AV. y BALBIN, RICARDO, DR. AV.",12,-58.50073810,-34.54979510,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
2017-0012,1,2017-01-24,MARTES,2017,1,24,14,MEDIODIA_11-15,CALLE,TRAFUL,"TABORDA, DIOGENES","TRAFUL y TABORDA, DIOGENES",4,-58.40969005,-34.65055290,MOTO-CARGAS,MOTO,CARGAS
2017-0013,1,2017-01-27,VIERNES,2017,1,27,7,MANIANA_6-10,AVENIDA,"IRIARTE, GRAL. AV.",,"IRIARTE, GRAL. AV. 3055",4,-58.38972622,-34.65098981,PEATON-CARGAS,PEATON,CARGAS
2017-0014,1,2017-01-28,SABADO,2017,1,28,8,MANIANA_6-10,AVENIDA,DONADO,ARIAS,DONADO y ARIAS,12,-58.49185972,-34.55046754,MULTIPLE,MOTO,MULTIPLE
2017-0015,1,2017-02-02,JUEVES,2017,2,2,15,MEDIODIA_11-15,AVENIDA,CORDOBA AV.,CALLAO AV.,CORDOBA AV. y CALLAO AV.,2,-58.39293417,-34.59963642,PEATON-AUTO,PEATON,AUTO
2017-0016,1,2017-02-03,VIERNES,2017,2,3,5,MADRUGADA_2-5,AUTOPISTA,AUTOPISTA 25 DE MAYO,,AUTOPISTA 25 DE MAYO KM. 8.3,1,-58.38099494,-34.62288231,MOTO-CARGAS,MOTO,CARGAS
2017-0017,1,2017-02-06,LUNES,2017,2,6,8,MANIANA_6-10,AVENIDA,"JUSTO, JUAN B. AV.",PARAGUAY,"JUSTO, JUAN B. AV. y PARAGUAY",14,-58.42901200,-34.58095431,MOTO-AUTO,MOTO,AUTO
2017-0018,1,2017-02-09,JUEVES,2017,2,9,7,MANIANA_6-10,GRAL PAZ,"PAZ, GRAL. AV.",DE LOS CORRALES AV.,"PAZ, GRAL. AV. y DE LOS CORRALES AV.",9,-58.50877521,-34.66977709,MOTO-AUTO,MOTO,AUTO
2017-0021,1,2017-02-18,SABADO,2017,2,18,5,MADRUGADA_2-5,CALLE,SARMIENTO,LIBERTAD,SARMIENTO y LIBERTAD,1,-58.38362373,-34.60509972,MOTO-PASAJEROS,MOTO,PASAJEROS
2017-0024,1,2017-02-23,JUEVES,2017,2,23,20,TARDE_16-20,AVENIDA,RIVADAVIA AV.,,RIVADAVIA AV. 7121,7,-58.46589308,-34.62955795,PEATON-PASAJEROS,PEATON,PASAJEROS
2017-0025,1,2017-02-24,VIERNES,2017,2,24,17,TARDE_16-20,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",RIVERA INDARTE AV.,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. y RIVERA INDARTE AV.",7,-58.43614426,-34.65424640,MOTO-SD,MOTO,SD
2017-0026,2,2017-02-26,DOMINGO,2017,2,26,5,MADRUGADA_2-5,AVENIDA,"MORENO, PERITO AV.",FOURNIER,"MORENO, PERITO AV. y FOURNIER",4,-58.41842777,-34.64979057,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO
2017-0027,1,2017-02-26,DOMINGO,2017,2,26,21,NOCHE_21-1,AVENIDA,CASEROS AV.,,CASEROS AV. 1429,1,-58.38332245,-34.63193250,PEATON-AUTO,PEATON,AUTO
2017-0028,1,2017-02-28,MARTES,2017,2,28,9,MANIANA_6-10,AVENIDA,GAONA AV.,FRAGATA PRES. SARMIENTO,GAONA AV. y FRAGATA PRES. SARMIENTO,6,-58.45475488,-34.61196327,PEATON-AUTO,PEATON,AUTO
2017-0029,1,2017-03-07,MARTES,2017,3,7,2,MADRUGADA_2-5,CALLE,MOZART,TANDIL,MOZART y TANDIL,9,-58.48501341,-34.64742455,SD-AUTO,SD,AUTO
2017-0030,1,2017-03-07,MARTES,2017,3,7,8,MANIANA_6-10,AVENIDA,MOZART,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,MOZART y AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,9,-58.47010988,-34.65872088,AUTO-PASAJEROS,AUTO,PASAJEROS
2017-0031,1,2017-03-11,SABADO,2017,3,11,1,NOCHE_21-1,CALLE,24 DE NOVIEMBRE,PAVON,24 DE NOVIEMBRE y PAVON,3,-58.40997560,-34.62873635,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO
2017-0032,1,2017-03-12,DOMINGO,2017,3,12,5,MADRUGADA_2-5,GRAL PAZ,"PAZ, GRAL. AV.",LOS CEDROS,"PAZ, GRAL. AV. y LOS CEDROS",8,-58.48892175,-34.68359163,AUTO-AUTO,AUTO,AUTO
2017-0033,1,2017-03-12,DOMINGO,2017,3,12,7,MANIANA_6-10,GRAL PAZ,"PAZ, GRAL. AV.","GUTIERREZ, RICARDO","PAZ, GRAL. AV. y GUTIERREZ, RICARDO",11,-58.52466448,-34.60325478,AUTO-AUTO,AUTO,AUTO
2017-0034,1,2017-03-13,LUNES,2017,3,13,7,MANIANA_6-10,CALLE,GODOY CRUZ,,GODOY CRUZ 2651,14,-58.42554218,-34.57929036,PEATON-AUTO,PEATON,AUTO
2017-0035,3,2017-03-23,JUEVES,2017,3,23,5,MADRUGADA_2-5,AVENIDA,"ACHAVAL RODRIGUEZ, T., DR. AV.","VILLAFLOR, AZUCENA","ACHAVAL RODRIGUEZ, T., DR. AV. y VILLAFLOR, AZUCENA",1,-58.35881506,-34.61113641,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO
2017-0036,2,2017-03-29,MIERCOLES,2017,3,29,18,TARDE_16-20,GRAL PAZ,"PAZ, GRAL. AV.",CAMPANA,"PAZ, GRAL. AV. y CAMPANA",12,-58.51452347,-34.58159762,MOTO-PASAJEROS,MOTO,PASAJEROS
2017-0037,1,2017-03-31,VIERNES,2017,3,31,3,MADRUGADA_2-5,AVENIDA,INDEPENDENCIA AV.,"CEVALLOS, VIRREY","INDEPENDENCIA AV. y CEVALLOS, VIRREY",1,-58.38896772,-34.61799615,MOTO-CARGAS,MOTO,CARGAS
2017-0038,1,2017-04-01,SABADO,2017,4,1,19,TARDE_16-20,AVENIDA,"CASTAÑARES, AV.",LAUTARO,CASTAÑARES AV. y LAUTARO,7,-58.44516857,-34.64363363,MOTO-AUTO,MOTO,AUTO
2017-0040,1,2017-04-03,LUNES,2017,4,3,9,MANIANA_6-10,AVENIDA,"GUIRALDES, INT.",,"GUIRALDES, INT. 2699",13,-58.43834197,-34.54560369,MULTIPLE,AUTO,MULTIPLE
2017-0041,1,2017-04-03,LUNES,2017,4,3,23,NOCHE_21-1,CALLE,"FERNANDEZ MORENO, BALDOMERO",,"FERNANDEZ MORENO, BALDOMERO 2186",7,-58.45485084,-34.63531854,MOTO-AUTO,MOTO,AUTO
2017-0042,1,2017-04-10,LUNES,2017,4,10,9,MANIANA_6-10,GRAL PAZ,"LUGONES, LEOPOLDO AV.",,"LUGONES, LEOPOLDO AV.",14,.,.,MOTO-CARGAS,MOTO,CARGAS
2017-0045,1,2017-04-14,VIERNES,2017,4,14,6,MANIANA_6-10,CALLE,NOGOYA,,NOGOYA 5940,10,-58.52449285,-34.62454175,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
2017-0047,1,2017-04-23,DOMINGO,2017,4,23,6,MANIANA_6-10,AVENIDA,ARGENTINA AV.,CORVALAN,ARGENTINA AV. y CORVALAN,8,-58.46713742,-34.67198790,MOTO-AUTO,MOTO,AUTO
2017-0049,1,2017-04-27,JUEVES,2017,4,27,18,TARDE_16-20,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",VARELA AV.,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. y VARELA AV.",8,-58.43850413,-34.65554754,PEATON-PASAJEROS,PEATON,PASAJEROS
2017-0050,2,2017-04-28,VIERNES,2017,4,28,11,MEDIODIA_11-15,AUTOPISTA,AUTOPISTA PERITO MORENO,,"PERITO MORENO Y RAMAL ENLACE AU1/AU6, AU.",9,.,.,MOTO-CARGAS,MOTO,CARGAS
2017-0051,1,2017-05-01,LUNES,2017,5,1,3,MADRUGADA_2-5,AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,,"DELLEPIANE 2400, AU.",7,.,.,AUTO-AUTO,AUTO,AUTO
2017-0052,1,2017-05-05,VIERNES,2017,5,5,3,MADRUGADA_2-5,GRAL PAZ,"PAZ, GRAL. AV.",GOLETA SANTA CRUZ,"PAZ, GRAL. AV. y GOLETA SANTA CRUZ",8,-58.49413799,-34.68095739,PEATON-CARGAS,PEATON,CARGAS
2017-0053,1,2017-05-05,VIERNES,2017,5,5,20,TARDE_16-20,CALLE,VIEYTES,VILLARINO,VIEYTES y VILLARINO,4,-58.37547846,-34.65326075,MOTO-CARGAS,MOTO,CARGAS
2017-0054,1,2017-05-07,DOMINGO,2017,5,7,21,NOCHE_21-1,AVENIDA,DE LOS CONSTITUYENTES AV.,"MORAN, PEDRO","DE LOS CONSTITUYENTES AV. y MORAN, PEDRO",15,-58.48680218,-34.58689719,MOTO-AUTO,MOTO,AUTO
2017-0055,1,2017-05-09,MARTES,2017,5,9,8,MANIANA_6-10,AVENIDA,DE LOS CONSTITUYENTES AV.,,DE LOS CONSTITUYENTES AV. 4900,12,-58.49563989,-34.57962262,AUTO-AUTO,AUTO,AUTO
2017-0058,1,2017-05-09,MARTES,2017,5,9,23,NOCHE_21-1,AVENIDA,CORDOBA AV.,LIBERTAD,CORDOBA AV. y LIBERTAD,1,-58.38403232,-34.59915940,PEATON-MOTO,PEATON,MOTO
2017-0059,1,2017-05-11,JUEVES,2017,5,11,9,MANIANA_6-10,CALLE,BRASIL,LIMA,BRASIL y LIMA,1,-58.38223382,-34.62693865,PEATON-PASAJEROS,PEATON,PASAJEROS
2017-0060,1,2017-05-13,SABADO,2017,5,13,7,MANIANA_6-10,AVENIDA,ESCALADA AV.,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.","ESCALADA AV. y FERNANDEZ DE LA CRUZ, F., GRAL. AV.",8,-58.45966521,-34.67323292,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
2017-0061,1,2017-05-15,LUNES,2017,5,15,13,MEDIODIA_11-15,AVENIDA,PARAGUAY,CALLAO AV.,PARAGUAY y CALLAO AV.,2,-58.39303911,-34.59871111,PEATON-MOTO,PEATON,MOTO
2017-0062,1,2017-05-15,LUNES,2017,5,15,16,TARDE_16-20,AVENIDA,"JUSTO, JUAN B. AV.",SAN BLAS,"JUSTO, JUAN B. AV. y SAN BLAS",10,-58.51262106,-34.63395999,MOTO-CARGAS,MOTO,CARGAS
2017-0063,1,2017-05-17,MIERCOLES,2017,5,17,10,MANIANA_6-10,AVENIDA,CHILE,9 DE JULIO AV.,CHILE y 9 DE JULIO AV.,1,-58.38118367,-34.61646839,PEATON-PASAJEROS,PEATON,PASAJEROS
2017-0064,1,2017-05-20,SABADO,2017,5,20,5,MADRUGADA_2-5,CALLE,MAIPU,"PERON, JUAN DOMINGO, TTE. GENERAL","MAIPU y PERON, JUAN DOMINGO, TTE. GENERAL",1,-58.37653284,-34.60582475,CARGAS-AUTO,CARGAS,AUTO
2017-0065,1,2017-05-22,LUNES,2017,5,22,16,TARDE_16-20,AVENIDA,SUAREZ AV.,HERRERA,SUAREZ AV. y HERRERA,4,-58.37709334,-34.64035082,BICICLETA-CARGAS,BICICLETA,CARGAS
2017-0066,1,2017-05-22,LUNES,2017,5,22,18,TARDE_16-20,AVENIDA,SAN MARTIN AV.,FRAGATA PRES. SARMIENTO,SAN MARTIN AV. y FRAGATA PRES. SARMIENTO,15,-58.46002142,-34.60409469,PEATON-PASAJEROS,PEATON,PASAJEROS
2017-0067,1,2017-05-23,MARTES,2017,5,23,2,MADRUGADA_2-5,AVENIDA,DIRECTORIO AV.,"MORENO, JOSE MARIA AV.","DIRECTORIO AV. y MORENO, JOSE MARIA AV.",6,-58.43381970,-34.62801894,MOTO-CARGAS,MOTO,CARGAS
2017-0068,1,2017-05-27,SABADO,2017,5,27,19,TARDE_16-20,AVENIDA,"RABANAL, FRANCISCO, INTENDENTE AV.",,"RABANAL, FRANCISCO, INTENDENTE AV. 2950",8,-58.43580656,-34.66437532,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
2017-0069,1,2017-05-24,MIERCOLES,2017,5,24,14,MEDIODIA_11-15,GRAL PAZ,"PAZ, GRAL. AV.","SCHMIDL, ULRICO","PAZ, GRAL. AV. y SCHMIDL, ULRICO",9,-58.52173071,-34.65997463,MOTO-SD,MOTO,SD
2017-0070,1,2017-05-30,MARTES,2017,5,30,13,MEDIODIA_11-15,CALLE,NUEVA YORK,,NUEVA YORK 3696,11,-58.50791763,-34.59804273,PEATON-AUTO,PEATON,AUTO
2017-0072,1,2017-06-03,SABADO,2017,6,3,23,NOCHE_21-1,AVENIDA,DE LOS CONSTITUYENTES AV.,VALLEJOS,DE LOS CONSTITUYENTES AV. y VALLEJOS,12,-58.49175088,-34.58226957,AUTO-AUTO,AUTO,AUTO
2017-0073,1,2017-06-04,DOMINGO,2017,6,4,9,MANIANA_6-10,AVENIDA,CORRIENTES AV.,ECUADOR,CORRIENTES AV. y ECUADOR,3,-58.40781467,-34.60425669,MOTO-AUTO,MOTO,AUTO
2017-0074,1,2017-06-04,DOMINGO,2017,6,4,12,MEDIODIA_11-15,CALLE,CASCO,,CASCO 133,9,-58.52567073,-34.63787791,SD-SD,SD,SD
2017-0075,1,2017-06-12,LUNES,2017,6,12,22,NOCHE_21-1,AVENIDA,DE MAYO AV.,9 DE JULIO AV.,DE MAYO AV. y 9 DE JULIO AV.,1,-58.38154200,-34.60906385,PEATON-MOTO,PEATON,MOTO
2017-0076,1,2017-06-13,MARTES,2017,6,13,14,MEDIODIA_11-15,AVENIDA,"CASTILLO, RAMON S., PRES. AV.",CALLE 12 (NO OFICIAL),"CASTILLO, RAMON S., PRES. AV. y CALLE 12 (NO OFICIAL)",2,-58.38526125,-34.57805810,PEATON-CARGAS,PEATON,CARGAS
